id_tutoria,id_estudiante,id_docente,fecha,hora,modalidad,tema_tratado,actividades,compromisos,proxima_tutoria,asistencia,observaciones
187,132,5,2026-06-11,16:00,Virtual,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-18,Justificado,Registro generado desde CSV.
188,129,105,2026-05-15,16:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-22,Justificado,Registro generado desde CSV.
189,87,119,2026-05-20,11:00,Virtual,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-27,Justificado,Registro generado desde CSV.
190,168,41,2026-06-14,14:00,Presencial,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-21,Asistió,Registro generado desde CSV.
191,129,105,2026-06-04,9:00,Virtual,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-11,Asistió,Registro generado desde CSV.
192,120,7,2026-05-21,13:00,Presencial,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-28,No asistió,Registro generado desde CSV.
193,151,24,2026-05-23,10:00,Virtual,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-30,Asistió,Registro generado desde CSV.
194,209,41,2026-06-14,15:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-21,Asistió,Registro generado desde CSV.
195,96,48,2026-04-21,9:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-28,Asistió,Registro generado desde CSV.
196,193,94,2026-06-18,15:00,Virtual,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-25,No asistió,Registro generado desde CSV.
197,145,28,2026-05-03,10:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-10,No asistió,Registro generado desde CSV.
198,138,28,2026-05-26,14:00,Virtual,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-02,No asistió,Registro generado desde CSV.
199,149,44,2026-04-03,16:00,Presencial,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-10,Asistió,Registro generado desde CSV.
200,129,105,2026-06-09,11:00,Virtual,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-16,No asistió,Registro generado desde CSV.
201,149,44,2026-04-17,12:00,Virtual,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-24,Justificado,Registro generado desde CSV.
202,116,86,2026-03-26,11:00,Presencial,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-02,Justificado,Registro generado desde CSV.
203,132,5,2026-03-04,11:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-11,Justificado,Registro generado desde CSV.
204,197,100,2026-06-07,15:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-14,No asistió,Registro generado desde CSV.
205,128,51,2026-04-30,9:00,Presencial,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-07,Asistió,Registro generado desde CSV.
206,4,105,2026-03-22,15:00,Presencial,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-29,Asistió,Registro generado desde CSV.
207,39,54,2026-06-06,9:00,Virtual,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-13,Justificado,Registro generado desde CSV.
208,28,69,2026-04-14,11:00,Virtual,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-21,Justificado,Registro generado desde CSV.
209,39,54,2026-03-24,14:00,Virtual,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-31,No asistió,Registro generado desde CSV.
210,11,85,2026-03-14,13:00,Virtual,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-21,No asistió,Registro generado desde CSV.
211,40,36,2026-06-05,10:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-12,No asistió,Registro generado desde CSV.
212,202,14,2026-03-15,8:00,Presencial,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-22,Justificado,Registro generado desde CSV.
213,25,79,2026-05-07,17:00,Virtual,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-14,Asistió,Registro generado desde CSV.
214,151,24,2026-03-18,16:00,Presencial,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-25,Justificado,Registro generado desde CSV.
215,143,119,2026-06-19,16:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-26,Justificado,Registro generado desde CSV.
216,169,80,2026-04-08,14:00,Virtual,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-15,Justificado,Registro generado desde CSV.
217,91,18,2026-03-23,12:00,Presencial,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-30,Asistió,Registro generado desde CSV.
218,68,94,2026-05-29,12:00,Virtual,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-05,Justificado,Registro generado desde CSV.
219,173,58,2026-05-15,9:00,Virtual,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-22,Asistió,Registro generado desde CSV.
220,176,73,2026-05-19,8:00,Virtual,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-26,No asistió,Registro generado desde CSV.
221,192,17,2026-03-12,15:00,Presencial,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-19,Justificado,Registro generado desde CSV.
222,17,22,2026-04-19,12:00,Presencial,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-26,Justificado,Registro generado desde CSV.
223,157,119,2026-04-17,14:00,Presencial,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-24,No asistió,Registro generado desde CSV.
224,129,105,2026-03-26,15:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-02,Asistió,Registro generado desde CSV.
225,3,54,2026-03-18,17:00,Presencial,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-25,Justificado,Registro generado desde CSV.
226,171,10,2026-05-09,13:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-16,Asistió,Registro generado desde CSV.
227,9,50,2026-05-08,10:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-15,No asistió,Registro generado desde CSV.
228,39,54,2026-03-22,16:00,Virtual,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-29,No asistió,Registro generado desde CSV.
229,113,12,2026-04-01,16:00,Presencial,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-08,No asistió,Registro generado desde CSV.
230,11,85,2026-05-23,8:00,Presencial,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-30,Asistió,Registro generado desde CSV.
231,199,52,2026-05-27,10:00,Virtual,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-03,Asistió,Registro generado desde CSV.
232,7,32,2026-05-01,16:00,Virtual,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-08,Justificado,Registro generado desde CSV.
233,173,58,2026-06-14,8:00,Presencial,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-21,No asistió,Registro generado desde CSV.
234,66,7,2026-05-15,15:00,Presencial,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-22,Asistió,Registro generado desde CSV.
235,189,114,2026-03-04,8:00,Presencial,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-11,Asistió,Registro generado desde CSV.
236,154,36,2026-05-09,12:00,Virtual,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-16,Asistió,Registro generado desde CSV.
237,16,98,2026-03-06,12:00,Presencial,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-13,Asistió,Registro generado desde CSV.
238,110,58,2026-03-19,13:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-26,Asistió,Registro generado desde CSV.
239,186,24,2026-05-09,14:00,Presencial,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-16,Asistió,Registro generado desde CSV.
240,192,17,2026-06-01,16:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-08,Asistió,Registro generado desde CSV.
241,171,10,2026-03-02,13:00,Presencial,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-09,Justificado,Registro generado desde CSV.
242,140,65,2026-03-06,11:00,Presencial,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-13,No asistió,Registro generado desde CSV.
243,17,22,2026-05-17,11:00,Presencial,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-24,No asistió,Registro generado desde CSV.
244,133,88,2026-03-07,16:00,Virtual,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-14,No asistió,Registro generado desde CSV.
245,132,5,2026-04-29,13:00,Virtual,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-06,No asistió,Registro generado desde CSV.
246,136,111,2026-05-09,13:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-16,Asistió,Registro generado desde CSV.
247,129,105,2026-06-06,12:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-13,Asistió,Registro generado desde CSV.
248,189,114,2026-03-25,12:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-01,Asistió,Registro generado desde CSV.
249,70,86,2026-04-04,14:00,Presencial,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-11,Asistió,Registro generado desde CSV.
250,41,2,2026-04-06,8:00,Virtual,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-13,No asistió,Registro generado desde CSV.
251,129,105,2026-06-17,12:00,Presencial,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-24,Asistió,Registro generado desde CSV.
252,134,25,2026-06-17,17:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-24,Asistió,Registro generado desde CSV.
253,13,108,2026-03-13,9:00,Presencial,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-20,No asistió,Registro generado desde CSV.
254,29,91,2026-04-10,8:00,Virtual,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-17,Asistió,Registro generado desde CSV.
255,13,108,2026-03-10,12:00,Presencial,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-17,No asistió,Registro generado desde CSV.
256,154,36,2026-05-25,17:00,Presencial,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-01,Justificado,Registro generado desde CSV.
257,157,119,2026-04-08,10:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-15,Asistió,Registro generado desde CSV.
258,201,1,2026-06-10,12:00,Presencial,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-17,Asistió,Registro generado desde CSV.
259,189,114,2026-06-07,16:00,Presencial,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-14,No asistió,Registro generado desde CSV.
260,2,113,2026-05-20,16:00,Presencial,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-27,Justificado,Registro generado desde CSV.
261,166,34,2026-05-20,17:00,Virtual,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-27,Justificado,Registro generado desde CSV.
262,192,17,2026-03-08,10:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-15,Justificado,Registro generado desde CSV.
263,160,49,2026-03-17,12:00,Virtual,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-24,Justificado,Registro generado desde CSV.
264,35,88,2026-04-19,8:00,Virtual,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-26,No asistió,Registro generado desde CSV.
265,9,50,2026-03-23,15:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-30,Asistió,Registro generado desde CSV.
266,145,28,2026-05-13,15:00,Virtual,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-20,Asistió,Registro generado desde CSV.
267,96,48,2026-05-07,13:00,Presencial,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-14,Asistió,Registro generado desde CSV.
268,186,24,2026-04-14,9:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-21,Asistió,Registro generado desde CSV.
269,69,27,2026-04-30,10:00,Presencial,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-07,No asistió,Registro generado desde CSV.
270,120,7,2026-05-31,11:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-07,Asistió,Registro generado desde CSV.
271,39,54,2026-03-16,10:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-23,Asistió,Registro generado desde CSV.
272,36,47,2026-03-17,10:00,Virtual,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-24,No asistió,Registro generado desde CSV.
273,38,27,2026-04-18,13:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-25,Justificado,Registro generado desde CSV.
274,43,25,2026-05-29,10:00,Presencial,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-05,No asistió,Registro generado desde CSV.
275,93,103,2026-03-11,16:00,Virtual,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-18,No asistió,Registro generado desde CSV.
276,193,94,2026-03-17,13:00,Presencial,Revisión de objetivos y justificación,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-03-24,Asistió,Registro generado desde CSV.
277,37,99,2026-04-10,9:00,Virtual,Revisión de metodología,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-17,No asistió,Registro generado desde CSV.
278,25,79,2026-04-06,13:00,Virtual,Corrección del marco teórico,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-04-13,Asistió,Registro generado desde CSV.
279,161,104,2026-05-07,13:00,Presencial,Control de avances del borrador,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-05-14,No asistió,Registro generado desde CSV.
280,126,13,2026-06-03,17:00,Presencial,Revisión del planteamiento del problema,Se revisaron los avances presentados por el estudiante.,Corregir observaciones y presentar nuevo avance.,2026-06-10,Asistió,Registro generado desde CSV.