id_avance,id_estudiante,numero_avance,tipo_documento,fecha_entrega,estado,comentario_tutor,archivo,fecha_revision
166,151,3,Borrador final,2026-05-03,Observado,Revisión registrada por el docente tutor.,avance_166.pdf,2026-05-13
167,136,1,Propuesta de tema,2026-06-23,Aprobado,Se recomienda ampliar la fundamentación teórica.,avance_167.pdf,2026-07-01
168,191,5,Trabajo final,2026-05-23,Pendiente,Se recomienda ampliar la fundamentación teórica.,avance_168.pdf,2026-05-29
169,113,1,Trabajo final,2026-03-28,Pendiente,Se recomienda ampliar la fundamentación teórica.,avance_169.pdf,2026-04-03
170,122,5,Propuesta de tema,2026-05-07,Observado,Debe mejorar redacción y coherencia.,avance_170.pdf,2026-05-17
171,168,4,Capítulo II,2026-05-28,Entregado,Debe mejorar redacción y coherencia.,avance_171.pdf,2026-06-05
172,72,2,Capítulo II,2026-05-14,Corregido,Debe mejorar redacción y coherencia.,avance_172.pdf,2026-05-23
173,163,4,Capítulo I,2026-03-10,Corregido,Se recomienda ampliar la fundamentación teórica.,avance_173.pdf,2026-03-14
174,137,2,Trabajo final,2026-03-16,Aprobado,Documento revisado con observaciones menores.,avance_174.pdf,2026-03-24
175,28,3,Borrador final,2026-07-02,Corregido,Debe mejorar redacción y coherencia.,avance_175.pdf,2026-07-06
176,112,5,Borrador parcial,2026-03-13,Corregido,Documento revisado con observaciones menores.,avance_176.pdf,2026-03-15
177,39,1,Trabajo final,2026-05-21,Pendiente,Documento revisado con observaciones menores.,avance_177.pdf,2026-05-22
178,103,1,Borrador parcial,2026-06-18,Observado,Debe mejorar redacción y coherencia.,avance_178.pdf,2026-06-21
179,163,2,Capítulo III,2026-06-26,Corregido,Documento revisado con observaciones menores.,avance_179.pdf,2026-06-28
180,192,5,Capítulo II,2026-03-24,Aprobado,Revisión registrada por el docente tutor.,avance_180.pdf,2026-03-26
181,53,3,Trabajo final,2026-06-14,Pendiente,Se recomienda ampliar la fundamentación teórica.,avance_181.pdf,2026-06-20
182,54,1,Borrador parcial,2026-06-13,Pendiente,Se recomienda ampliar la fundamentación teórica.,avance_182.pdf,2026-06-19
183,37,5,Propuesta de tema,2026-04-15,Entregado,Revisión registrada por el docente tutor.,avance_183.pdf,2026-04-20
184,66,4,Capítulo I,2026-06-19,Pendiente,Debe mejorar redacción y coherencia.,avance_184.pdf,2026-06-28
185,81,3,Capítulo I,2026-04-15,Corregido,Avance aceptado para continuar el proceso.,avance_185.pdf,2026-04-18
186,143,1,Capítulo I,2026-03-16,Observado,Documento revisado con observaciones menores.,avance_186.pdf,2026-03-18
187,208,6,Borrador final,2026-05-23,Aprobado,Se recomienda ampliar la fundamentación teórica.,avance_187.pdf,2026-06-01
188,163,4,Propuesta de tema,2026-05-14,Corregido,Documento revisado con observaciones menores.,avance_188.pdf,2026-05-22
189,35,1,Propuesta de tema,2026-06-22,Observado,Debe mejorar redacción y coherencia.,avance_189.pdf,2026-06-24
190,83,2,Trabajo final,2026-03-10,Pendiente,Revisión registrada por el docente tutor.,avance_190.pdf,2026-03-20
191,118,1,Capítulo II,2026-06-01,Pendiente,Documento revisado con observaciones menores.,avance_191.pdf,2026-06-05
192,177,4,Trabajo final,2026-04-08,Pendiente,Revisión registrada por el docente tutor.,avance_192.pdf,2026-04-12
193,151,6,Capítulo I,2026-06-05,Observado,Debe mejorar redacción y coherencia.,avance_193.pdf,2026-06-15
194,18,3,Borrador parcial,2026-07-08,Corregido,Documento revisado con observaciones menores.,avance_194.pdf,2026-07-18
195,151,4,Capítulo III,2026-04-10,Pendiente,Documento revisado con observaciones menores.,avance_195.pdf,2026-04-19
196,61,4,Capítulo III,2026-06-22,Observado,Revisión registrada por el docente tutor.,avance_196.pdf,2026-06-30
197,14,3,Capítulo I,2026-05-18,Pendiente,Debe mejorar redacción y coherencia.,avance_197.pdf,2026-05-25
198,59,6,Propuesta de tema,2026-04-19,Corregido,Debe mejorar redacción y coherencia.,avance_198.pdf,2026-04-20
199,111,3,Capítulo I,2026-06-10,Corregido,Se recomienda ampliar la fundamentación teórica.,avance_199.pdf,2026-06-16
200,68,5,Trabajo final,2026-06-24,Observado,Avance aceptado para continuar el proceso.,avance_200.pdf,2026-06-29
201,162,5,Capítulo III,2026-03-25,Aprobado,Debe mejorar redacción y coherencia.,avance_201.pdf,2026-03-28
202,123,6,Capítulo I,2026-07-03,Observado,Revisión registrada por el docente tutor.,avance_202.pdf,2026-07-10
203,79,1,Capítulo I,2026-05-26,Entregado,Avance aceptado para continuar el proceso.,avance_203.pdf,2026-06-02
204,143,2,Capítulo I,2026-07-01,Observado,Revisión registrada por el docente tutor.,avance_204.pdf,2026-07-05
205,207,4,Propuesta de tema,2026-06-27,Aprobado,Documento revisado con observaciones menores.,avance_205.pdf,2026-06-30
206,16,1,Capítulo I,2026-06-20,Observado,Avance aceptado para continuar el proceso.,avance_206.pdf,2026-06-27
207,104,6,Borrador parcial,2026-06-07,Pendiente,Documento revisado con observaciones menores.,avance_207.pdf,2026-06-16
208,168,2,Capítulo II,2026-04-11,Entregado,Revisión registrada por el docente tutor.,avance_208.pdf,2026-04-18
209,11,6,Borrador final,2026-05-29,Entregado,Documento revisado con observaciones menores.,avance_209.pdf,2026-05-30
210,176,5,Propuesta de tema,2026-03-18,Entregado,Revisión registrada por el docente tutor.,avance_210.pdf,2026-03-23
211,141,2,Capítulo II,2026-05-16,Aprobado,Se recomienda ampliar la fundamentación teórica.,avance_211.pdf,2026-05-20
212,126,4,Capítulo III,2026-04-19,Observado,Avance aceptado para continuar el proceso.,avance_212.pdf,2026-04-25
213,123,1,Capítulo III,2026-05-06,Corregido,Revisión registrada por el docente tutor.,avance_213.pdf,2026-05-11
214,189,5,Capítulo III,2026-03-17,Aprobado,Debe mejorar redacción y coherencia.,avance_214.pdf,2026-03-18
215,143,2,Propuesta de tema,2026-04-30,Pendiente,Documento revisado con observaciones menores.,avance_215.pdf,2026-05-08
216,37,3,Trabajo final,2026-05-18,Pendiente,Debe mejorar redacción y coherencia.,avance_216.pdf,2026-05-26
217,51,2,Borrador parcial,2026-05-15,Observado,Debe mejorar redacción y coherencia.,avance_217.pdf,2026-05-20
218,184,1,Borrador parcial,2026-06-28,Entregado,Avance aceptado para continuar el proceso.,avance_218.pdf,2026-07-04
219,197,1,Capítulo I,2026-05-03,Observado,Documento revisado con observaciones menores.,avance_219.pdf,2026-05-05
220,97,5,Propuesta de tema,2026-03-28,Corregido,Revisión registrada por el docente tutor.,avance_220.pdf,2026-03-31
221,126,6,Capítulo I,2026-04-13,Pendiente,Avance aceptado para continuar el proceso.,avance_221.pdf,2026-04-20
222,75,2,Trabajo final,2026-06-25,Aprobado,Documento revisado con observaciones menores.,avance_222.pdf,2026-07-04
223,88,3,Capítulo III,2026-06-29,Entregado,Se recomienda ampliar la fundamentación teórica.,avance_223.pdf,2026-06-30
224,98,2,Propuesta de tema,2026-05-01,Corregido,Documento revisado con observaciones menores.,avance_224.pdf,2026-05-02
225,207,3,Borrador parcial,2026-03-13,Aprobado,Se recomienda ampliar la fundamentación teórica.,avance_225.pdf,2026-03-23
226,47,3,Borrador parcial,2026-04-23,Pendiente,Documento revisado con observaciones menores.,avance_226.pdf,2026-05-01
227,10,4,Borrador parcial,2026-06-20,Observado,Se recomienda ampliar la fundamentación teórica.,avance_227.pdf,2026-06-22
228,207,3,Trabajo final,2026-04-02,Entregado,Avance aceptado para continuar el proceso.,avance_228.pdf,2026-04-03
229,157,1,Capítulo II,2026-06-02,Observado,Documento revisado con observaciones menores.,avance_229.pdf,2026-06-04
230,9,1,Capítulo III,2026-04-23,Aprobado,Se recomienda ampliar la fundamentación teórica.,avance_230.pdf,2026-04-30
231,88,2,Propuesta de tema,2026-03-22,Pendiente,Debe mejorar redacción y coherencia.,avance_231.pdf,2026-03-31
232,126,3,Trabajo final,2026-04-16,Observado,Se recomienda ampliar la fundamentación teórica.,avance_232.pdf,2026-04-20
233,136,2,Borrador final,2026-04-29,Aprobado,Revisión registrada por el docente tutor.,avance_233.pdf,2026-05-06
234,177,1,Capítulo I,2026-05-28,Observado,Revisión registrada por el docente tutor.,avance_234.pdf,2026-06-07
235,68,6,Trabajo final,2026-05-10,Entregado,Se recomienda ampliar la fundamentación teórica.,avance_235.pdf,2026-05-13
236,102,4,Trabajo final,2026-04-28,Aprobado,Avance aceptado para continuar el proceso.,avance_236.pdf,2026-05-06
237,160,2,Capítulo I,2026-06-11,Corregido,Se recomienda ampliar la fundamentación teórica.,avance_237.pdf,2026-06-21
238,24,1,Capítulo I,2026-07-08,Entregado,Revisión registrada por el docente tutor.,avance_238.pdf,2026-07-15
239,126,1,Capítulo III,2026-05-04,Entregado,Avance aceptado para continuar el proceso.,avance_239.pdf,2026-05-09
240,199,3,Capítulo II,2026-06-15,Corregido,Debe mejorar redacción y coherencia.,avance_240.pdf,2026-06-17
241,151,4,Capítulo III,2026-05-07,Corregido,Se recomienda ampliar la fundamentación teórica.,avance_241.pdf,2026-05-12
242,68,3,Capítulo I,2026-06-02,Entregado,Documento revisado con observaciones menores.,avance_242.pdf,2026-06-12
243,12,3,Borrador parcial,2026-07-01,Aprobado,Debe mejorar redacción y coherencia.,avance_243.pdf,2026-07-02
244,92,5,Capítulo III,2026-06-16,Corregido,Documento revisado con observaciones menores.,avance_244.pdf,2026-06-23
245,3,6,Trabajo final,2026-06-18,Observado,Documento revisado con observaciones menores.,avance_245.pdf,2026-06-25
246,85,4,Propuesta de tema,2026-07-04,Observado,Avance aceptado para continuar el proceso.,avance_246.pdf,2026-07-05
247,130,5,Capítulo I,2026-04-16,Observado,Revisión registrada por el docente tutor.,avance_247.pdf,2026-04-18
248,87,6,Capítulo III,2026-03-24,Pendiente,Debe mejorar redacción y coherencia.,avance_248.pdf,2026-04-03
249,75,6,Borrador final,2026-03-29,Entregado,Documento revisado con observaciones menores.,avance_249.pdf,2026-04-06
250,201,1,Capítulo II,2026-06-11,Aprobado,Se recomienda ampliar la fundamentación teórica.,avance_250.pdf,2026-06-17
251,128,1,Borrador parcial,2026-06-27,Corregido,Se recomienda ampliar la fundamentación teórica.,avance_251.pdf,2026-07-03
252,13,5,Propuesta de tema,2026-06-17,Entregado,Avance aceptado para continuar el proceso.,avance_252.pdf,2026-06-27
253,145,5,Capítulo II,2026-03-28,Aprobado,Se recomienda ampliar la fundamentación teórica.,avance_253.pdf,2026-04-03
254,201,2,Propuesta de tema,2026-07-01,Observado,Debe mejorar redacción y coherencia.,avance_254.pdf,2026-07-04
255,163,2,Borrador final,2026-05-03,Entregado,Revisión registrada por el docente tutor.,avance_255.pdf,2026-05-12
256,52,5,Capítulo III,2026-06-06,Observado,Se recomienda ampliar la fundamentación teórica.,avance_256.pdf,2026-06-08
257,153,2,Propuesta de tema,2026-06-07,Observado,Se recomienda ampliar la fundamentación teórica.,avance_257.pdf,2026-06-10
258,168,2,Propuesta de tema,2026-06-08,Aprobado,Debe mejorar redacción y coherencia.,avance_258.pdf,2026-06-15
259,186,1,Capítulo I,2026-07-04,Corregido,Documento revisado con observaciones menores.,avance_259.pdf,2026-07-09
260,143,2,Trabajo final,2026-03-11,Observado,Documento revisado con observaciones menores.,avance_260.pdf,2026-03-19
261,130,3,Capítulo III,2026-06-23,Corregido,Debe mejorar redacción y coherencia.,avance_261.pdf,2026-06-25
262,138,4,Trabajo final,2026-06-02,Entregado,Debe mejorar redacción y coherencia.,avance_262.pdf,2026-06-11
263,119,1,Borrador parcial,2026-03-30,Corregido,Se recomienda ampliar la fundamentación teórica.,avance_263.pdf,2026-04-02
264,103,1,Borrador parcial,2026-07-07,Corregido,Avance aceptado para continuar el proceso.,avance_264.pdf,2026-07-08
265,94,5,Capítulo III,2026-03-22,Pendiente,Documento revisado con observaciones menores.,avance_265.pdf,2026-04-01
266,72,4,Trabajo final,2026-04-11,Observado,Documento revisado con observaciones menores.,avance_266.pdf,2026-04-13
267,178,1,Capítulo III,2026-06-02,Observado,Revisión registrada por el docente tutor.,avance_267.pdf,2026-06-08
268,11,2,Capítulo II,2026-06-22,Entregado,Avance aceptado para continuar el proceso.,avance_268.pdf,2026-06-24
269,106,1,Trabajo final,2026-04-01,Aprobado,Avance aceptado para continuar el proceso.,avance_269.pdf,2026-04-08
270,119,3,Capítulo I,2026-06-01,Corregido,Debe mejorar redacción y coherencia.,avance_270.pdf,2026-06-08
271,128,5,Trabajo final,2026-05-02,Entregado,Se recomienda ampliar la fundamentación teórica.,avance_271.pdf,2026-05-05
272,139,3,Propuesta de tema,2026-06-12,Pendiente,Documento revisado con observaciones menores.,avance_272.pdf,2026-06-15
273,34,4,Capítulo I,2026-06-08,Entregado,Revisión registrada por el docente tutor.,avance_273.pdf,2026-06-14
274,192,3,Capítulo II,2026-05-06,Entregado,Se recomienda ampliar la fundamentación teórica.,avance_274.pdf,2026-05-09
275,44,5,Capítulo II,2026-05-31,Aprobado,Avance aceptado para continuar el proceso.,avance_275.pdf,2026-06-09
276,208,4,Capítulo II,2026-04-21,Aprobado,Debe mejorar redacción y coherencia.,avance_276.pdf,2026-04-30
277,77,1,Borrador parcial,2026-06-16,Corregido,Se recomienda ampliar la fundamentación teórica.,avance_277.pdf,2026-06-18
278,134,3,Capítulo II,2026-04-13,Aprobado,Se recomienda ampliar la fundamentación teórica.,avance_278.pdf,2026-04-16
279,116,5,Trabajo final,2026-05-31,Observado,Revisión registrada por el docente tutor.,avance_279.pdf,2026-06-08
280,63,6,Propuesta de tema,2026-03-20,Pendiente,Documento revisado con observaciones menores.,avance_280.pdf,2026-03-29
281,120,3,Capítulo I,2026-03-14,Observado,Avance aceptado para continuar el proceso.,avance_281.pdf,2026-03-20
282,13,6,Borrador final,2026-04-10,Observado,Documento revisado con observaciones menores.,avance_282.pdf,2026-04-19
283,151,5,Capítulo I,2026-06-29,Aprobado,Avance aceptado para continuar el proceso.,avance_283.pdf,2026-07-04
284,38,3,Propuesta de tema,2026-03-31,Entregado,Se recomienda ampliar la fundamentación teórica.,avance_284.pdf,2026-04-07
285,147,6,Borrador parcial,2026-06-19,Corregido,Se recomienda ampliar la fundamentación teórica.,avance_285.pdf,2026-06-20
286,113,4,Capítulo I,2026-06-09,Entregado,Avance aceptado para continuar el proceso.,avance_286.pdf,2026-06-15
287,34,1,Propuesta de tema,2026-04-14,Corregido,Debe mejorar redacción y coherencia.,avance_287.pdf,2026-04-24
288,132,3,Propuesta de tema,2026-03-25,Pendiente,Documento revisado con observaciones menores.,avance_288.pdf,2026-03-31
289,189,4,Borrador parcial,2026-06-15,Entregado,Avance aceptado para continuar el proceso.,avance_289.pdf,2026-06-23
290,126,3,Capítulo II,2026-07-07,Observado,Se recomienda ampliar la fundamentación teórica.,avance_290.pdf,2026-07-08
291,203,3,Capítulo III,2026-06-12,Pendiente,Se recomienda ampliar la fundamentación teórica.,avance_291.pdf,2026-06-19
292,143,4,Capítulo II,2026-04-05,Pendiente,Revisión registrada por el docente tutor.,avance_292.pdf,2026-04-07
293,79,6,Propuesta de tema,2026-05-31,Entregado,Debe mejorar redacción y coherencia.,avance_293.pdf,2026-06-02
294,41,5,Capítulo II,2026-03-28,Aprobado,Avance aceptado para continuar el proceso.,avance_294.pdf,2026-04-06
295,199,4,Trabajo final,2026-05-13,Pendiente,Revisión registrada por el docente tutor.,avance_295.pdf,2026-05-15
296,96,6,Capítulo II,2026-05-07,Aprobado,Debe mejorar redacción y coherencia.,avance_296.pdf,2026-05-09
297,103,4,Capítulo I,2026-05-19,Aprobado,Se recomienda ampliar la fundamentación teórica.,avance_297.pdf,2026-05-26
298,147,3,Capítulo II,2026-04-04,Entregado,Documento revisado con observaciones menores.,avance_298.pdf,2026-04-08
299,70,1,Capítulo III,2026-05-06,Aprobado,Debe mejorar redacción y coherencia.,avance_299.pdf,2026-05-11
300,120,1,Borrador final,2026-07-02,Entregado,Avance aceptado para continuar el proceso.,avance_300.pdf,2026-07-05
301,77,6,Capítulo I,2026-04-08,Entregado,Debe mejorar redacción y coherencia.,avance_301.pdf,2026-04-18
302,83,5,Propuesta de tema,2026-03-17,Corregido,Revisión registrada por el docente tutor.,avance_302.pdf,2026-03-20
303,5,6,Borrador final,2026-06-30,Aprobado,Debe mejorar redacción y coherencia.,avance_303.pdf,2026-07-04
304,120,5,Capítulo III,2026-05-03,Aprobado,Documento revisado con observaciones menores.,avance_304.pdf,2026-05-07
305,197,1,Borrador parcial,2026-03-29,Entregado,Debe mejorar redacción y coherencia.,avance_305.pdf,2026-04-04
306,76,2,Borrador parcial,2026-03-26,Entregado,Debe mejorar redacción y coherencia.,avance_306.pdf,2026-03-31
307,157,1,Capítulo III,2026-04-24,Entregado,Se recomienda ampliar la fundamentación teórica.,avance_307.pdf,2026-05-04
308,181,5,Capítulo I,2026-06-12,Entregado,Debe mejorar redacción y coherencia.,avance_308.pdf,2026-06-17
309,103,1,Capítulo III,2026-06-24,Corregido,Documento revisado con observaciones menores.,avance_309.pdf,2026-07-04
310,66,3,Capítulo III,2026-04-18,Aprobado,Documento revisado con observaciones menores.,avance_310.pdf,2026-04-19
311,56,2,Borrador final,2026-05-15,Pendiente,Documento revisado con observaciones menores.,avance_311.pdf,2026-05-20
312,80,1,Trabajo final,2026-06-16,Aprobado,Revisión registrada por el docente tutor.,avance_312.pdf,2026-06-25
313,132,4,Trabajo final,2026-06-29,Aprobado,Avance aceptado para continuar el proceso.,avance_313.pdf,2026-07-08
314,105,1,Propuesta de tema,2026-07-01,Aprobado,Avance aceptado para continuar el proceso.,avance_314.pdf,2026-07-07
315,111,4,Borrador parcial,2026-04-29,Aprobado,Se recomienda ampliar la fundamentación teórica.,avance_315.pdf,2026-05-04
316,36,5,Trabajo final,2026-06-25,Observado,Revisión registrada por el docente tutor.,avance_316.pdf,2026-06-27
317,63,4,Trabajo final,2026-06-05,Entregado,Documento revisado con observaciones menores.,avance_317.pdf,2026-06-09
318,122,3,Capítulo II,2026-06-21,Pendiente,Documento revisado con observaciones menores.,avance_318.pdf,2026-07-01
319,136,5,Borrador final,2026-03-12,Observado,Revisión registrada por el docente tutor.,avance_319.pdf,2026-03-17
320,27,2,Capítulo I,2026-06-02,Corregido,Se recomienda ampliar la fundamentación teórica.,avance_320.pdf,2026-06-07
321,203,3,Capítulo II,2026-05-28,Aprobado,Avance aceptado para continuar el proceso.,avance_321.pdf,2026-06-07
322,137,3,Trabajo final,2026-07-03,Observado,Se recomienda ampliar la fundamentación teórica.,avance_322.pdf,2026-07-08
323,26,4,Borrador final,2026-05-31,Entregado,Se recomienda ampliar la fundamentación teórica.,avance_323.pdf,2026-06-03
324,126,2,Capítulo II,2026-06-11,Entregado,Documento revisado con observaciones menores.,avance_324.pdf,2026-06-21
325,166,3,Propuesta de tema,2026-06-14,Pendiente,Avance aceptado para continuar el proceso.,avance_325.pdf,2026-06-24
326,86,1,Capítulo II,2026-05-21,Entregado,Revisión registrada por el docente tutor.,avance_326.pdf,2026-05-28
327,14,4,Propuesta de tema,2026-05-02,Entregado,Se recomienda ampliar la fundamentación teórica.,avance_327.pdf,2026-05-05
328,196,5,Capítulo II,2026-07-01,Entregado,Revisión registrada por el docente tutor.,avance_328.pdf,2026-07-05
329,35,3,Propuesta de tema,2026-05-08,Entregado,Documento revisado con observaciones menores.,avance_329.pdf,2026-05-18
330,124,2,Capítulo III,2026-06-06,Observado,Avance aceptado para continuar el proceso.,avance_330.pdf,2026-06-07